id,name,price
995,Chicken Salad,7.29
996,Tortilla Chips,2.19
997,32oz Cup,2.29
998,Ground Beef Burrito,8.19
999,Tortilla Chips,2.19
1000,Can,2.0
1001,Chicken Bowl,7.29
1002,Tortilla Chips,2.19
1003,Can,2.0
1004,Vegetables Burrito,7.29
1005,Vegetables Salad,7.29
1006,16oz Cup,2.09
1007,Steak Burrito,8.29
1008,32oz Cup,2.29
1009,Chicken Bowl,7.29
1010,Steak Salad,8.29
1011,Can,2.0
1012,Ground Beef Tacos,8.19
1013,Ground Beef Tacos,8.19
1014,Ground Beef Tacos,8.19
1015,Ground Beef Tacos,8.19
1016,Ground Beef Tacos,8.19
1017,Chicken Bowl,7.29
1018,Steak Tacos,8.29
1019,Tortilla Chips,2.19
1020,16oz Cup,2.09
1021,Chicken Tacos,7.29
1022,32oz Cup,2.29
1023,Chicken Burrito,7.29
1024,Can,2.0
1025,Vegetables Burrito,7.29
1026,Steak Bowl,8.29
1027,Chicken Salad,7.29
1028,Tortilla Chips,2.19
1029,Can,2.0
1030,Chicken Tacos,7.29
1031,Tortilla Chips,2.19
1032,32oz Cup,2.29
1033,Vegetables Bowl,7.29
1034,Steak Burrito,8.29
1035,32oz Cup,2.29
1036,Ground Beef Tacos,8.19
1037,Steak Salad,8.29
1038,Ground Beef Bowl,8.19
1039,Vegetables Burrito,7.29
1040,Steak Tacos,8.29
1041,Tortilla Chips,2.19
1042,Can,2.0
1043,Chicken Tacos,7.29
1044,Tortilla Chips,2.19
1045,16oz Cup,2.09
1046,Vegetables Bowl,7.29
1047,Tortilla Chips,2.19
1048,Can,2.0
1049,Chicken Bowl,7.29
1050,Tortilla Chips,2.19
1051,16oz Cup,2.09
1052,Ground Beef Tacos,8.19
1053,32oz Cup,2.29
1054,Chicken Bowl,7.29
1055,Steak Salad,8.29
1056,Ground Beef Salad,8.19
1057,32oz Cup,2.29
1058,Chicken Bowl,7.29
1059,Ground Beef Tacos,8.19
1060,Steak Tacos,8.29
1061,Tortilla Chips,2.19
1062,16oz Cup,2.09
1063,Ground Beef Bowl,8.19
1064,16oz Cup,2.09
1065,Steak Tacos,8.29
1066,Tortilla Chips,2.19
1067,Can,2.0
1068,Ground Beef Burrito,8.19
1069,32oz Cup,2.29
1070,Steak Burrito,8.29
1071,Steak Tacos,8.29
1072,32oz Cup,2.29
1073,Steak Tacos,8.29
1074,Vegetables Burrito,7.29
1075,Steak Salad,8.29
1076,Tortilla Chips,2.19
1077,16oz Cup,2.09
1078,Chicken Salad,7.29
1079,Chicken Bowl,7.29
1080,32oz Cup,2.29
1081,Steak Burrito,8.29
1082,32oz Cup,2.29
1083,Ground Beef Burrito,8.19
1084,32oz Cup,2.29
1085,Chicken Bowl,7.29
1086,16oz Cup,2.09
1087,Vegetables Burrito,7.29
1088,Vegetables Salad,7.29
1089,32oz Cup,2.29
1090,Vegetables Bowl,7.29
1091,Steak Salad,8.29
1092,Tortilla Chips,2.19
1093,Can,2.0
1094,Chicken Salad,7.29
1095,Can,2.0
1096,Vegetables Tacos,7.29
1097,16oz Cup,2.09
1098,Ground Beef Bowl,8.19
1099,32oz Cup,2.29
1100,Ground Beef Salad,8.19
1101,16oz Cup,2.09
1102,Ground Beef Bowl,8.19
1103,Steak Tacos,8.29
1104,Tortilla Chips,2.19
1105,Can,2.0
1106,Chicken Burrito,7.29
1107,Steak Burrito,8.29
1108,Steak Tacos,8.29
1109,32oz Cup,2.29
1110,Ground Beef Salad,8.19
1111,Ground Beef Tacos,8.19
1112,Vegetables Tacos,7.29
1113,Vegetables Bowl,7.29
1114,Vegetables Tacos,7.29
1115,Chicken Salad,7.29
1116,Tortilla Chips,2.19
1117,32oz Cup,2.29
1118,Steak Tacos,8.29
1119,Chicken Tacos,7.29
1120,16oz Cup,2.09
1121,Chicken Salad,7.29
1122,Vegetables Tacos,7.29
1123,Steak Salad,8.29
1124,32oz Cup,2.29
1125,Steak Salad,8.29
1126,Vegetables Burrito,7.29
1127,16oz Cup,2.09
1128,Chicken Bowl,7.29
1129,16oz Cup,2.09
1130,Ground Beef Bowl,8.19
1131,Ground Beef Bowl,8.19
1132,Steak Burrito,8.29
1133,32oz Cup,2.29
1134,Chicken Salad,7.29
1135,Can,2.0
1136,Chicken Burrito,7.29
1137,16oz Cup,2.09
1138,Steak Bowl,8.29
1139,Can,2.0
1140,Chicken Salad,7.29
1141,Chicken Burrito,7.29
1142,Can,2.0
1143,Steak Bowl,8.29
1144,16oz Cup,2.09
1145,Chicken Tacos,7.29
1146,Tortilla Chips,2.19
1147,16oz Cup,2.09
1148,Steak Burrito,8.29
1149,Vegetables Salad,7.29
1150,16oz Cup,2.09
1151,Vegetables Bowl,7.29
1152,Tortilla Chips,2.19
1153,32oz Cup,2.29
1154,Ground Beef Salad,8.19
1155,32oz Cup,2.29
1156,Chicken Bowl,7.29
1157,Tortilla Chips,2.19
1158,Can,2.0
1159,Chicken Tacos,7.29
1160,Chicken Bowl,7.29
1161,Vegetables Salad,7.29
1162,Steak Bowl,8.29
1163,Tortilla Chips,2.19
1164,Can,2.0
1165,Vegetables Tacos,7.29
1166,Vegetables Burrito,7.29
1167,Ground Beef Tacos,8.19
1168,Ground Beef Burrito,8.19
1169,Steak Salad,8.29
1170,Can,2.0
1171,Steak Salad,8.29
1172,32oz Cup,2.29
1173,Ground Beef Bowl,8.19
1174,32oz Cup,2.29
1175,Chicken Salad,7.29
1176,Tortilla Chips,2.19
1177,16oz Cup,2.09
1178,Chicken Bowl,7.29
1179,16oz Cup,2.09
1180,Steak Tacos,8.29
1181,Tortilla Chips,2.19
1182,16oz Cup,2.09
1183,Ground Beef Salad,8.19
1184,32oz Cup,2.29
1185,Steak Salad,8.29
1186,Can,2.0
1187,Ground Beef Burrito,8.19
1188,Ground Beef Bowl,8.19
1189,Can,2.0
1190,Vegetables Burrito,7.29
1191,Can,2.0
1192,Steak Burrito,8.29
1193,Ground Beef Salad,8.19
1194,32oz Cup,2.29
1195,Steak Salad,8.29
1196,Chicken Tacos,7.29
1197,Chicken Salad,7.29
1198,16oz Cup,2.09
1199,Chicken Tacos,7.29
1200,Can,2.0
1201,Ground Beef Salad,8.19
1202,Can,2.0
1203,Vegetables Burrito,7.29
1204,32oz Cup,2.29
1205,Steak Tacos,8.29
1206,32oz Cup,2.29
1207,Ground Beef Bowl,8.19
1208,Tortilla Chips,2.19
1209,16oz Cup,2.09
1210,Ground Beef Tacos,8.19
1211,16oz Cup,2.09
1212,Steak Bowl,8.29
1213,Can,2.0
1214,Vegetables Burrito,7.29
1215,32oz Cup,2.29
1216,Chicken Bowl,7.29
1217,Steak Burrito,8.29
1218,Chicken Tacos,7.29
1219,Can,2.0
1220,Steak Bowl,8.29
1221,32oz Cup,2.29
1222,Steak Burrito,8.29
1223,Can,2.0
1224,Chicken Burrito,7.29
1225,Ground Beef Salad,8.19
1226,16oz Cup,2.09
1227,Steak Tacos,8.29
1228,Chicken Salad,7.29
1229,Steak Tacos,8.29
1230,Vegetables Bowl,7.29
1231,Ground Beef Burrito,8.19
1232,Vegetables Tacos,7.29
1233,Chicken Burrito,7.29
1234,Can,2.0
1235,Chicken Tacos,7.29
1236,Ground Beef Burrito,8.19
1237,Ground Beef Tacos,8.19
1238,Tortilla Chips,2.19
1239,16oz Cup,2.09
1240,Chicken Burrito,7.29
1241,Chicken Bowl,7.29
1242,32oz Cup,2.29
1243,Steak Tacos,8.29
1244,Tortilla Chips,2.19
1245,Can,2.0
1246,Chicken Tacos,7.29
1247,Tortilla Chips,2.19
1248,16oz Cup,2.09
1249,Steak Tacos,8.29
1250,32oz Cup,2.29
1251,Steak Salad,8.29
1252,Can,2.0
1253,Vegetables Bowl,7.29
1254,16oz Cup,2.09
1255,Steak Burrito,8.29
1256,Vegetables Bowl,7.29
1257,Steak Salad,8.29
1258,16oz Cup,2.09
1259,Chicken Burrito,7.29
1260,16oz Cup,2.09
1261,Chicken Tacos,7.29
1262,32oz Cup,2.29
1263,Vegetables Salad,7.29
1264,Tortilla Chips,2.19
1265,16oz Cup,2.09
1266,Vegetables Bowl,7.29
1267,Can,2.0
1268,Vegetables Tacos,7.29
1269,Can,2.0
1270,Chicken Burrito,7.29
1271,Steak Bowl,8.29
1272,Can,2.0
1273,Ground Beef Burrito,8.19
1274,Ground Beef Salad,8.19
1275,Vegetables Burrito,7.29
1276,Vegetables Salad,7.29
1277,Tortilla Chips,2.19
1278,Can,2.0
1279,Steak Tacos,8.29
1280,Tortilla Chips,2.19
1281,Can,2.0
1282,Chicken Tacos,7.29
1283,16oz Cup,2.09
1284,Steak Burrito,8.29
1285,Can,2.0
1286,Vegetables Burrito,7.29
1287,Vegetables Burrito,7.29
1288,Tortilla Chips,2.19
1289,16oz Cup,2.09
1290,Vegetables Bowl,7.29
1291,16oz Cup,2.09
1292,Chicken Salad,7.29
1293,Vegetables Salad,7.29
1294,Steak Salad,8.29
1295,Vegetables Bowl,7.29
1296,Chicken Burrito,7.29
1297,Ground Beef Burrito,8.19
1298,Tortilla Chips,2.19
1299,Can,2.0
1300,Chicken Burrito,7.29
1301,Ground Beef Salad,8.19
1302,Steak Burrito,8.29
1303,Ground Beef Bowl,8.19
1304,Tortilla Chips,2.19
1305,Can,2.0
1306,Vegetables Burrito,7.29
1307,16oz Cup,2.09
1308,Steak Bowl,8.29
1309,Steak Burrito,8.29
1310,Ground Beef Burrito,8.19
1311,Tortilla Chips,2.19
1312,16oz Cup,2.09
1313,Vegetables Burrito,7.29
1314,Tortilla Chips,2.19
1315,Can,2.0
1316,Ground Beef Salad,8.19
1317,16oz Cup,2.09
1318,Ground Beef Burrito,8.19
1319,32oz Cup,2.29
1320,Vegetables Burrito,7.29
1321,Steak Bowl,8.29
1322,16oz Cup,2.09
1323,Ground Beef Salad,8.19
1324,Can,2.0
1325,Ground Beef Bowl,8.19
1326,32oz Cup,2.29
1327,Steak Tacos,8.29
1328,32oz Cup,2.29
1329,Ground Beef Tacos,8.19
1330,Can,2.0
1331,Chicken Tacos,7.29
1332,32oz Cup,2.29
1333,Steak Tacos,8.29
1334,Can,2.0
1335,Steak Bowl,8.29
1336,Tortilla Chips,2.19
1337,32oz Cup,2.29
1338,Vegetables Bowl,7.29
1339,16oz Cup,2.09
1340,Chicken Bowl,7.29
1341,16oz Cup,2.09
1342,Chicken Bowl,7.29
1343,Tortilla Chips,2.19
1344,16oz Cup,2.09
1345,Chicken Bowl,7.29
1346,Steak Tacos,8.29
1347,32oz Cup,2.29
1348,Ground Beef Salad,8.19
1349,Tortilla Chips,2.19
1350,16oz Cup,2.09
1351,Chicken Tacos,7.29
1352,Tortilla Chips,2.19
1353,16oz Cup,2.09
1354,Ground Beef Tacos,8.19
1355,Chicken Burrito,7.29
1356,Tortilla Chips,2.19
1357,16oz Cup,2.09
1358,Chicken Tacos,7.29
1359,Tortilla Chips,2.19
1360,32oz Cup,2.29
1361,Chicken Burrito,7.29
1362,Vegetables Burrito,7.29
1363,Tortilla Chips,2.19
1364,16oz Cup,2.09
1365,Ground Beef Bowl,8.19
1366,Vegetables Tacos,7.29
1367,Vegetables Salad,7.29
1368,32oz Cup,2.29
1369,Steak Tacos,8.29
1370,16oz Cup,2.09
1371,Vegetables Salad,7.29
1372,Steak Tacos,8.29
1373,Steak Tacos,8.29
1374,32oz Cup,2.29
1375,Steak Burrito,8.29
1376,Can,2.0
1377,Vegetables Salad,7.29
1378,Ground Beef Salad,8.19
1379,Steak Burrito,8.29
1380,Vegetables Tacos,7.29
1381,Tortilla Chips,2.19
1382,32oz Cup,2.29
1383,Vegetables Salad,7.29
1384,Tortilla Chips,2.19
1385,Can,2.0
1386,Vegetables Tacos,7.29
1387,32oz Cup,2.29
1388,Steak Bowl,8.29
1389,Can,2.0
1390,Steak Tacos,8.29
1391,16oz Cup,2.09
1392,Steak Tacos,8.29
1393,Steak Bowl,8.29
1394,Chicken Tacos,7.29
1395,Steak Salad,8.29
1396,16oz Cup,2.09
1397,Steak Burrito,8.29
1398,Tortilla Chips,2.19
1399,32oz Cup,2.29
1400,Vegetables Bowl,7.29
1401,Ground Beef Salad,8.19
1402,16oz Cup,2.09
1403,Chicken Tacos,7.29
1404,Can,2.0
1405,Vegetables Bowl,7.29
1406,32oz Cup,2.29
1407,Ground Beef Burrito,8.19
1408,Tortilla Chips,2.19
1409,Can,2.0
1410,Steak Bowl,8.29
1411,Can,2.0
1412,Ground Beef Bowl,8.19
1413,Vegetables Salad,7.29
1414,Ground Beef Tacos,8.19
1415,16oz Cup,2.09
1416,Steak Bowl,8.29
1417,Tortilla Chips,2.19
1418,32oz Cup,2.29
1419,Vegetables Burrito,7.29
1420,Can,2.0
1421,Vegetables Tacos,7.29
1422,Chicken Burrito,7.29
1423,Steak Bowl,8.29
1424,Ground Beef Tacos,8.19
1425,Can,2.0
1426,Ground Beef Salad,8.19
1427,Tortilla Chips,2.19
1428,16oz Cup,2.09
1429,Ground Beef Salad,8.19
1430,16oz Cup,2.09
1431,Steak Burrito,8.29
1432,Steak Bowl,8.29
1433,32oz Cup,2.29
1434,Ground Beef Salad,8.19
1435,Can,2.0
1436,Chicken Bowl,7.29
1437,Can,2.0
1438,Chicken Bowl,7.29
1439,16oz Cup,2.09
1440,Chicken Burrito,7.29
1441,Tortilla Chips,2.19
1442,32oz Cup,2.29
1443,Ground Beef Bowl,8.19
1444,Vegetables Burrito,7.29
1445,Can,2.0
1446,Ground Beef Burrito,8.19
1447,Can,2.0
1448,Ground Beef Salad,8.19
1449,16oz Cup,2.09
1450,Chicken Tacos,7.29
1451,32oz Cup,2.29
1452,Steak Burrito,8.29
1453,16oz Cup,2.09
1454,Steak Burrito,8.29
1455,Ground Beef Tacos,8.19
1456,Chicken Bowl,7.29
1457,32oz Cup,2.29
1458,Ground Beef Tacos,8.19
1459,Chicken Bowl,7.29
1460,32oz Cup,2.29
1461,Vegetables Burrito,7.29
1462,Chicken Salad,7.29
1463,Tortilla Chips,2.19
1464,16oz Cup,2.09
1465,Chicken Burrito,7.29
1466,Tortilla Chips,2.19
1467,Can,2.0
1468,Steak Salad,8.29
1469,Vegetables Salad,7.29
1470,Tortilla Chips,2.19
1471,Can,2.0
1472,Vegetables Tacos,7.29
1473,Chicken Salad,7.29
1474,Can,2.0
1475,Steak Burrito,8.29
1476,32oz Cup,2.29
1477,Ground Beef Bowl,8.19
1478,Vegetables Bowl,7.29
1479,Vegetables Burrito,7.29
1480,Tortilla Chips,2.19
1481,32oz Cup,2.29
1482,Steak Bowl,8.29
1483,16oz Cup,2.09
1484,Steak Tacos,8.29
1485,Ground Beef Burrito,8.19
1486,Tortilla Chips,2.19
1487,32oz Cup,2.29
1488,Vegetables Bowl,7.29
1489,Ground Beef Burrito,8.19
1490,Steak Salad,8.29
1491,16oz Cup,2.09
1492,Steak Bowl,8.29
1493,16oz Cup,2.09
1494,Ground Beef Burrito,8.19
1495,Steak Bowl,8.29
1496,16oz Cup,2.09
1497,Vegetables Bowl,7.29
1498,Steak Tacos,8.29
1499,Ground Beef Burrito,8.19
1500,Vegetables Bowl,7.29
1501,Ground Beef Salad,8.19
1502,32oz Cup,2.29
1503,Chicken Tacos,7.29
1504,Tortilla Chips,2.19
1505,16oz Cup,2.09
1506,Ground Beef Bowl,8.19
1507,Can,2.0
1508,Vegetables Burrito,7.29
1509,Vegetables Burrito,7.29
1510,16oz Cup,2.09
1511,Chicken Tacos,7.29
1512,Steak Burrito,8.29
1513,Tortilla Chips,2.19
1514,16oz Cup,2.09
1515,Steak Tacos,8.29
1516,Chicken Bowl,7.29
1517,32oz Cup,2.29
1518,Chicken Burrito,7.29
1519,16oz Cup,2.09
1520,Chicken Burrito,7.29
1521,Tortilla Chips,2.19
1522,32oz Cup,2.29
1523,Chicken Burrito,7.29
1524,Steak Burrito,8.29
1525,Tortilla Chips,2.19
1526,Can,2.0
1527,Ground Beef Salad,8.19
1528,Steak Burrito,8.29
1529,Tortilla Chips,2.19
1530,Can,2.0
1531,Chicken Bowl,7.29
1532,Steak Salad,8.29
1533,Steak Tacos,8.29
1534,32oz Cup,2.29
1535,Vegetables Bowl,7.29
1536,Steak Tacos,8.29
1537,Can,2.0
1538,Ground Beef Bowl,8.19
1539,Ground Beef Salad,8.19
1540,Can,2.0
1541,Ground Beef Bowl,8.19
1542,Chicken Burrito,7.29
1543,Steak Burrito,8.29
1544,Steak Bowl,8.29
1545,Chicken Tacos,7.29
1546,Ground Beef Tacos,8.19
1547,Ground Beef Burrito,8.19
1548,Steak Salad,8.29
1549,Can,2.0
1550,Steak Salad,8.29
1551,16oz Cup,2.09
1552,Vegetables Bowl,7.29
1553,Can,2.0
1554,Chicken Salad,7.29
1555,Steak Bowl,8.29
1556,Ground Beef Salad,8.19
1557,Ground Beef Salad,8.19
1558,Chicken Burrito,7.29
1559,Ground Beef Salad,8.19
1560,Tortilla Chips,2.19
1561,32oz Cup,2.29
1562,Ground Beef Tacos,8.19
1563,Tortilla Chips,2.19
1564,Can,2.0
1565,Vegetables Burrito,7.29
1566,32oz Cup,2.29
1567,Steak Tacos,8.29
1568,Can,2.0
1569,Ground Beef Tacos,8.19
1570,Can,2.0
1571,Steak Burrito,8.29
1572,Chicken Salad,7.29
1573,Ground Beef Bowl,8.19
1574,Tortilla Chips,2.19
1575,32oz Cup,2.29
1576,Ground Beef Burrito,8.19
1577,Ground Beef Tacos,8.19
1578,16oz Cup,2.09
1579,Ground Beef Burrito,8.19
1580,Tortilla Chips,2.19
1581,Can,2.0
1582,Chicken Tacos,7.29
1583,Vegetables Burrito,7.29
1584,16oz Cup,2.09
1585,Chicken Burrito,7.29
1586,16oz Cup,2.09
1587,Steak Bowl,8.29
1588,Vegetables Salad,7.29
1589,Tortilla Chips,2.19
1590,32oz Cup,2.29
1591,Chicken Bowl,7.29
1592,Tortilla Chips,2.19
1593,Can,2.0
1594,Chicken Tacos,7.29
1595,16oz Cup,2.09
1596,Ground Beef Tacos,8.19
1597,Chicken Burrito,7.29
1598,32oz Cup,2.29
1599,Ground Beef Tacos,8.19
1600,Tortilla Chips,2.19
1601,Can,2.0
1602,Steak Bowl,8.29
1603,Can,2.0
1604,Ground Beef Tacos,8.19
1605,Can,2.0
1606,Ground Beef Tacos,8.19
1607,Can,2.0
1608,Vegetables Tacos,7.29
1609,Chicken Bowl,7.29
1610,Vegetables Burrito,7.29
1611,32oz Cup,2.29
1612,Ground Beef Bowl,8.19
1613,Vegetables Tacos,7.29
1614,16oz Cup,2.09
1615,Steak Burrito,8.29
1616,32oz Cup,2.29
1617,Steak Burrito,8.29
1618,Vegetables Bowl,7.29
1619,Can,2.0
1620,Chicken Tacos,7.29
1621,16oz Cup,2.09
1622,Steak Burrito,8.29
1623,16oz Cup,2.09
1624,Vegetables Salad,7.29
1625,Vegetables Tacos,7.29
1626,32oz Cup,2.29
1627,Vegetables Burrito,7.29
1628,Steak Burrito,8.29
1629,Can,2.0
1630,Chicken Burrito,7.29
1631,Ground Beef Tacos,8.19
1632,Tortilla Chips,2.19
1633,Can,2.0
1634,Ground Beef Tacos,8.19
1635,Ground Beef Burrito,8.19
1636,Tortilla Chips,2.19
1637,16oz Cup,2.09
1638,Ground Beef Tacos,8.19
1639,Can,2.0
1640,Vegetables Tacos,7.29
1641,16oz Cup,2.09
1642,Ground Beef Tacos,8.19
1643,Ground Beef Tacos,8.19
1644,Tortilla Chips,2.19
1645,16oz Cup,2.09
1646,Chicken Burrito,7.29
1647,Steak Salad,8.29
1648,Steak Bowl,8.29
1649,32oz Cup,2.29
1650,Steak Tacos,8.29
1651,Vegetables Salad,7.29
1652,Tortilla Chips,2.19
1653,16oz Cup,2.09
1654,Chicken Bowl,7.29
1655,16oz Cup,2.09
1656,Vegetables Burrito,7.29
1657,16oz Cup,2.09
1658,Vegetables Salad,7.29
1659,Chicken Burrito,7.29
1660,Vegetables Tacos,7.29
1661,Ground Beef Tacos,8.19
1662,Chicken Burrito,7.29
1663,16oz Cup,2.09
1664,Vegetables Salad,7.29
1665,16oz Cup,2.09
1666,Steak Bowl,8.29
1667,Can,2.0
1668,Ground Beef Tacos,8.19
1669,Steak Bowl,8.29
1670,16oz Cup,2.09
1671,Ground Beef Bowl,8.19
1672,32oz Cup,2.29
1673,Vegetables Salad,7.29
1674,Tortilla Chips,2.19
1675,Can,2.0
1676,Vegetables Burrito,7.29
1677,Steak Bowl,8.29
1678,Vegetables Burrito,7.29
1679,Ground Beef Burrito,8.19
1680,Chicken Tacos,7.29
1681,Can,2.0
1682,Chicken Bowl,7.29
1683,16oz Cup,2.09
1684,Steak Burrito,8.29
1685,Chicken Tacos,7.29
1686,16oz Cup,2.09
1687,Chicken Salad,7.29
1688,Can,2.0
1689,Steak Bowl,8.29
1690,16oz Cup,2.09
1691,Vegetables Bowl,7.29
1692,Tortilla Chips,2.19
1693,Can,2.0
1694,Vegetables Bowl,7.29
1695,Tortilla Chips,2.19
1696,Can,2.0
1697,Vegetables Bowl,7.29
1698,Can,2.0
1699,Vegetables Bowl,7.29
1700,Vegetables Burrito,7.29
1701,Tortilla Chips,2.19
1702,Can,2.0
1703,Chicken Burrito,7.29
1704,Ground Beef Salad,8.19
1705,Ground Beef Salad,8.19
1706,Vegetables Bowl,7.29
1707,Can,2.0
1708,Vegetables Salad,7.29
1709,Chicken Tacos,7.29
1710,Tortilla Chips,2.19
1711,32oz Cup,2.29
1712,Steak Burrito,8.29
1713,Vegetables Tacos,7.29
1714,Vegetables Tacos,7.29
1715,Steak Salad,8.29
1716,Tortilla Chips,2.19
1717,16oz Cup,2.09
1718,Chicken Tacos,7.29
1719,Tortilla Chips,2.19
1720,32oz Cup,2.29
1721,Ground Beef Bowl,8.19
1722,Tortilla Chips,2.19
1723,Can,2.0
1724,Chicken Burrito,7.29
1725,Tortilla Chips,2.19
1726,Can,2.0
1727,Chicken Bowl,7.29
1728,Ground Beef Burrito,8.19
1729,Chicken Tacos,7.29
1730,Steak Salad,8.29
1731,32oz Cup,2.29
1732,Vegetables Salad,7.29
1733,Vegetables Bowl,7.29
1734,Tortilla Chips,2.19
1735,16oz Cup,2.09
1736,Vegetables Bowl,7.29
1737,32oz Cup,2.29
1738,Ground Beef Salad,8.19
1739,32oz Cup,2.29
1740,Vegetables Bowl,7.29
1741,Steak Burrito,8.29
1742,16oz Cup,2.09
1743,Vegetables Burrito,7.29
1744,Vegetables Bowl,7.29
1745,Ground Beef Tacos,8.19
1746,Steak Burrito,8.29
1747,16oz Cup,2.09
1748,Ground Beef Tacos,8.19
1749,Can,2.0
1750,Vegetables Tacos,7.29
1751,Vegetables Burrito,7.29
1752,Can,2.0
1753,Ground Beef Tacos,8.19
1754,32oz Cup,2.29
1755,Chicken Salad,7.29
1756,16oz Cup,2.09
1757,Steak Bowl,8.29
1758,Can,2.0
1759,Vegetables Burrito,7.29
1760,Can,2.0
1761,Chicken Tacos,7.29
1762,Tortilla Chips,2.19
1763,16oz Cup,2.09
1764,Ground Beef Burrito,8.19
1765,Steak Tacos,8.29
1766,Tortilla Chips,2.19
1767,Can,2.0
1768,Chicken Salad,7.29
1769,Can,2.0
1770,Chicken Bowl,7.29
1771,Ground Beef Burrito,8.19
1772,Vegetables Burrito,7.29
1773,Chicken Tacos,7.29
1774,Can,2.0
1775,Steak Burrito,8.29
1776,32oz Cup,2.29
1777,Vegetables Burrito,7.29
1778,Can,2.0
1779,Vegetables Tacos,7.29
1780,Tortilla Chips,2.19
1781,32oz Cup,2.29
1782,Ground Beef Bowl,8.19
1783,Tortilla Chips,2.19
1784,32oz Cup,2.29
1785,Vegetables Tacos,7.29
1786,Ground Beef Salad,8.19
1787,Ground Beef Salad,8.19
1788,Vegetables Bowl,7.29
1789,Steak Salad,8.29
1790,32oz Cup,2.29
1791,Chicken Salad,7.29
1792,Can,2.0
1793,Ground Beef Burrito,8.19
1794,Steak Bowl,8.29
1795,Steak Tacos,8.29
1796,Tortilla Chips,2.19
1797,16oz Cup,2.09
1798,Ground Beef Tacos,8.19
1799,16oz Cup,2.09
1800,Chicken Tacos,7.29
1801,Can,2.0
1802,Chicken Burrito,7.29
1803,Ground Beef Bowl,8.19
1804,Tortilla Chips,2.19
1805,16oz Cup,2.09
1806,Ground Beef Bowl,8.19
1807,Vegetables Tacos,7.29
1808,Chicken Bowl,7.29
1809,Chicken Bowl,7.29
1810,Ground Beef Tacos,8.19
1811,Tortilla Chips,2.19
1812,32oz Cup,2.29
1813,Vegetables Salad,7.29
1814,32oz Cup,2.29
1815,Chicken Salad,7.29
1816,Chicken Burrito,7.29
1817,32oz Cup,2.29
1818,Steak Salad,8.29
1819,Ground Beef Tacos,8.19
1820,32oz Cup,2.29
1821,Vegetables Salad,7.29
1822,16oz Cup,2.09
1823,Ground Beef Salad,8.19
1824,Vegetables Tacos,7.29
1825,Can,2.0
1826,Steak Burrito,8.29
1827,16oz Cup,2.09
1828,Vegetables Bowl,7.29
1829,Can,2.0
1830,Vegetables Burrito,7.29
1831,Tortilla Chips,2.19
1832,16oz Cup,2.09
1833,Vegetables Tacos,7.29
1834,Steak Salad,8.29
1835,Steak Bowl,8.29
1836,Tortilla Chips,2.19
1837,16oz Cup,2.09
1838,Ground Beef Salad,8.19
1839,Tortilla Chips,2.19
1840,16oz Cup,2.09
1841,Steak Bowl,8.29
1842,Chicken Tacos,7.29
1843,Steak Tacos,8.29
1844,Chicken Burrito,7.29
1845,Can,2.0
1846,Vegetables Tacos,7.29
1847,Vegetables Burrito,7.29
1848,Chicken Tacos,7.29
1849,Steak Salad,8.29
1850,Ground Beef Burrito,8.19
1851,Can,2.0
1852,Ground Beef Salad,8.19
1853,16oz Cup,2.09
1854,Chicken Bowl,7.29
1855,Vegetables Bowl,7.29
1856,Steak Burrito,8.29
1857,Tortilla Chips,2.19
1858,Can,2.0
1859,Ground Beef Salad,8.19
1860,Can,2.0
1861,Ground Beef Salad,8.19
1862,Steak Tacos,8.29
1863,Tortilla Chips,2.19
1864,32oz Cup,2.29
1865,Vegetables Tacos,7.29
1866,Tortilla Chips,2.19
1867,16oz Cup,2.09
1868,Vegetables Burrito,7.29
1869,16oz Cup,2.09
1870,Steak Burrito,8.29
1871,Steak Tacos,8.29
1872,Ground Beef Tacos,8.19
1873,Vegetables Tacos,7.29
1874,Chicken Burrito,7.29
1875,Tortilla Chips,2.19
1876,Can,2.0
1877,Ground Beef Burrito,8.19
1878,Tortilla Chips,2.19
1879,Can,2.0
1880,Vegetables Bowl,7.29
1881,32oz Cup,2.29
1882,Ground Beef Salad,8.19
1883,16oz Cup,2.09
1884,Chicken Burrito,7.29
1885,Ground Beef Burrito,8.19
1886,Steak Burrito,8.29
1887,16oz Cup,2.09
1888,Chicken Tacos,7.29
1889,Can,2.0
1890,Steak Bowl,8.29
1891,16oz Cup,2.09
1892,Steak Bowl,8.29
1893,Steak Burrito,8.29
1894,Steak Tacos,8.29
1895,16oz Cup,2.09
1896,Chicken Tacos,7.29
1897,16oz Cup,2.09
1898,Ground Beef Bowl,8.19
1899,16oz Cup,2.09
1900,Chicken Burrito,7.29
1901,Vegetables Burrito,7.29
1902,16oz Cup,2.09
1903,Ground Beef Burrito,8.19
1904,32oz Cup,2.29
1905,Steak Burrito,8.29
1906,32oz Cup,2.29
1907,Steak Burrito,8.29
1908,Can,2.0
1909,Chicken Burrito,7.29
1910,Vegetables Salad,7.29
1911,Tortilla Chips,2.19
1912,16oz Cup,2.09
1913,Ground Beef Salad,8.19
1914,Tortilla Chips,2.19
1915,32oz Cup,2.29
1916,Chicken Bowl,7.29
1917,32oz Cup,2.29
1918,Ground Beef Salad,8.19
1919,32oz Cup,2.29
1920,Steak Burrito,8.29
1921,16oz Cup,2.09
1922,Ground Beef Bowl,8.19
1923,16oz Cup,2.09
1924,Vegetables Tacos,7.29
